Folder dataImp created!
Folder monitor created!
Folder picture created!
Folder train_par created!
Using cpu device
---------------------------------
| rollout/           |          |
|    loss                 | 3.95        |
|    n_updates            | 1310        |
|    policy_gradient_loss | 0.00043     |
|    std                  | 0.41        |
|    value_loss           | 7.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -95.2       |
| time/                   |             |
|    fps                  | 58          |
|    iterations           | 133         |
|    time_elapsed         | 28223       |
|    total_timesteps      | 1662500     |
| train/                  |             |
|    approx_kl            | 0.003328306 |
|    clip_fraction        | 0.0256      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.518      |
|    explained_variance   | 0.304       |
|    learning_rate        | 0.0005      |
|    loss                 | 4.09        |
|    n_updates            | 1320        |
|    policy_gradient_loss | -0.000241   |
|    std                  | 0.403       |
|    value_loss           | 7.3         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -95.2       |
| time/                   |             |
|    fps                  | 58          |
|    iterations           | 134         |
|    time_elapsed         | 28405       |
|    total_timesteps      | 1675000     |
| train/                  |             |
|    approx_kl            | 0.004080928 |
|    clip_fraction        | 0.0543      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.505      |
|    explained_variance   | 0.263       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.8         |
|    n_updates            | 1330        |
|    policy_gradient_loss | 0.000236    |
|    std                  | 0.4         |
|    value_loss           | 7.12        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.6        |
| time/                   |              |
|    fps                  | 58           |
|    iterations           | 135          |
|    time_elapsed         | 28622        |
|    total_timesteps      | 1687500      |
| train/                  |              |
|    approx_kl            | 0.0046530217 |
|    clip_fraction        | 0.0504       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.506       |
|    explained_variance   | 0.241        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.19         |
|    n_updates            | 1340         |
|    policy_gradient_loss | 0.000489     |
|    std                  | 0.402        |
|    value_loss           | 6.86         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.7        |
| time/                   |              |
|    fps                  | 58           |
|    iterations           | 136          |
|    time_elapsed         | 28826        |
|    total_timesteps      | 1700000      |
| train/                  |              |
|    approx_kl            | 0.0062406114 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.506       |
|    explained_variance   | 0.266        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.66         |
|    n_updates            | 1350         |
|    policy_gradient_loss | 0.000298     |
|    std                  | 0.401        |
|    value_loss           | 6.86         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -95          |
| time/                   |              |
|    fps                  | 58           |
|    iterations           | 137          |
|    time_elapsed         | 29028        |
|    total_timesteps      | 1712500      |
| train/                  |              |
|    approx_kl            | 0.0033866197 |
|    clip_fraction        | 0.0312       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.499       |
|    explained_variance   | 0.258        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.15         |
|    n_updates            | 1360         |
|    policy_gradient_loss | 5.11e-05     |
|    std                  | 0.397        |
|    value_loss           | 7.07         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -96.4       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 138         |
|    time_elapsed         | 29234       |
|    total_timesteps      | 1725000     |
| train/                  |             |
|    approx_kl            | 0.010066276 |
|    clip_fraction        | 0.0682      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.494      |
|    explained_variance   | 0.294       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.62        |
|    n_updates            | 1370        |
|    policy_gradient_loss | 0.00211     |
|    std                  | 0.395       |
|    value_loss           | 7.02        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -97.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 139          |
|    time_elapsed         | 29442        |
|    total_timesteps      | 1737500      |
| train/                  |              |
|    approx_kl            | 0.0034513227 |
|    clip_fraction        | 0.0417       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.485       |
|    explained_variance   | 0.247        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.96         |
|    n_updates            | 1380         |
|    policy_gradient_loss | 0.000701     |
|    std                  | 0.391        |
|    value_loss           | 7.44         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -97.2        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 140          |
|    time_elapsed         | 29638        |
|    total_timesteps      | 1750000      |
| train/                  |              |
|    approx_kl            | 0.0029315613 |
|    clip_fraction        | 0.0559       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.471       |
|    explained_variance   | 0.292        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.05         |
|    n_updates            | 1390         |
|    policy_gradient_loss | 0.00146      |
|    std                  | 0.383        |
|    value_loss           | 6.97         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -98          |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 141          |
|    time_elapsed         | 29862        |
|    total_timesteps      | 1762500      |
| train/                  |              |
|    approx_kl            | 0.0040054163 |
|    clip_fraction        | 0.0502       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.456       |
|    explained_variance   | 0.309        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.41         |
|    n_updates            | 1400         |
|    policy_gradient_loss | 0.000475     |
|    std                  | 0.381        |
|    value_loss           | 7.29         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -97.6        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 142          |
|    time_elapsed         | 30053        |
|    total_timesteps      | 1775000      |
| train/                  |              |
|    approx_kl            | 0.0014098246 |
|    clip_fraction        | 0.0302       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.455       |
|    explained_variance   | 0.297        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.05         |
|    n_updates            | 1410         |
|    policy_gradient_loss | 0.00016      |
|    std                  | 0.382        |
|    value_loss           | 7.37         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -96.8      |
| time/                   |            |
|    fps                  | 59         |
|    iterations           | 143        |
|    time_elapsed         | 30264      |
|    total_timesteps      | 1787500    |
| train/                  |            |
|    approx_kl            | 0.00630247 |
|    clip_fraction        | 0.0594     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.453     |
|    explained_variance   | 0.325      |
|    learning_rate        | 0.0005     |
|    loss                 | 3.36       |
|    n_updates            | 1420       |
|    policy_gradient_loss | -0.000448  |
|    std                  | 0.38       |
|    value_loss           | 7.51       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -96.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 144          |
|    time_elapsed         | 30467        |
|    total_timesteps      | 1800000      |
| train/                  |              |
|    approx_kl            | 0.0059909085 |
|    clip_fraction        | 0.0709       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.454       |
|    explained_variance   | 0.29         |
|    learning_rate        | 0.0005       |
|    loss                 | 3.57         |
|    n_updates            | 1430         |
|    policy_gradient_loss | 0.00143      |
|    std                  | 0.381        |
|    value_loss           | 7.54         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -93.7        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 145          |
|    time_elapsed         | 30681        |
|    total_timesteps      | 1812500      |
| train/                  |              |
|    approx_kl            | 0.0034904126 |
|    clip_fraction        | 0.0563       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.449       |
|    explained_variance   | 0.281        |
|    learning_rate        | 0.0005       |
|    loss                 | 4.47         |
|    n_updates            | 1440         |
|    policy_gradient_loss | 0.000912     |
|    std                  | 0.378        |
|    value_loss           | 7.49         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -93.2       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 146         |
|    time_elapsed         | 30863       |
|    total_timesteps      | 1825000     |
| train/                  |             |
|    approx_kl            | 0.010169832 |
|    clip_fraction        | 0.0705      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.442      |
|    explained_variance   | 0.269       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.29        |
|    n_updates            | 1450        |
|    policy_gradient_loss | 0.000989    |
|    std                  | 0.374       |
|    value_loss           | 6.55        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.6        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 147          |
|    time_elapsed         | 31097        |
|    total_timesteps      | 1837500      |
| train/                  |              |
|    approx_kl            | 0.0037077293 |
|    clip_fraction        | 0.042        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.436       |
|    explained_variance   | 0.309        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.68         |
|    n_updates            | 1460         |
|    policy_gradient_loss | -7.99e-05    |
|    std                  | 0.374        |
|    value_loss           | 7.1          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -95.3       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 148         |
|    time_elapsed         | 31276       |
|    total_timesteps      | 1850000     |
| train/                  |             |
|    approx_kl            | 0.003322807 |
|    clip_fraction        | 0.0332      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.439      |
|    explained_variance   | 0.302       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.95        |
|    n_updates            | 1470        |
|    policy_gradient_loss | 8.41e-05    |
|    std                  | 0.376       |
|    value_loss           | 7.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -98.1       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 149         |
|    time_elapsed         | 31500       |
|    total_timesteps      | 1862500     |
| train/                  |             |
|    approx_kl            | 0.003375673 |
|    clip_fraction        | 0.021       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.44       |
|    explained_variance   | 0.301       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.66        |
|    n_updates            | 1480        |
|    policy_gradient_loss | 0.000552    |
|    std                  | 0.377       |
|    value_loss           | 7.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -98.5       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 150         |
|    time_elapsed         | 31695       |
|    total_timesteps      | 1875000     |
| train/                  |             |
|    approx_kl            | 0.004347524 |
|    clip_fraction        | 0.0324      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.437      |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.58        |
|    n_updates            | 1490        |
|    policy_gradient_loss | -0.000319   |
|    std                  | 0.374       |
|    value_loss           | 7.48        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -98.3        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 151          |
|    time_elapsed         | 31910        |
|    total_timesteps      | 1887500      |
| train/                  |              |
|    approx_kl            | 0.0058743386 |
|    clip_fraction        | 0.071        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.435       |
|    explained_variance   | 0.291        |
|    learning_rate        | 0.0005       |
|    loss                 | 5.03         |
|    n_updates            | 1500         |
|    policy_gradient_loss | 0.00188      |
|    std                  | 0.374        |
|    value_loss           | 7.88         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -99.4      |
| time/                   |            |
|    fps                  | 59         |
|    iterations           | 152        |
|    time_elapsed         | 32094      |
|    total_timesteps      | 1900000    |
| train/                  |            |
|    approx_kl            | 0.00403862 |
|    clip_fraction        | 0.0602     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.434     |
|    explained_variance   | 0.311      |
|    learning_rate        | 0.0005     |
|    loss                 | 4.17       |
|    n_updates            | 1510       |
|    policy_gradient_loss | 0.000995   |
|    std                  | 0.373      |
|    value_loss           | 7.82       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -98.6        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 153          |
|    time_elapsed         | 32315        |
|    total_timesteps      | 1912500      |
| train/                  |              |
|    approx_kl            | 0.0039428445 |
|    clip_fraction        | 0.0457       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.427       |
|    explained_variance   | 0.279        |
|    learning_rate        | 0.0005       |
|    loss                 | 4.51         |
|    n_updates            | 1520         |
|    policy_gradient_loss | 0.000433     |
|    std                  | 0.371        |
|    value_loss           | 8.03         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -97.6        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 154          |
|    time_elapsed         | 32498        |
|    total_timesteps      | 1925000      |
| train/                  |              |
|    approx_kl            | 0.0031670853 |
|    clip_fraction        | 0.0481       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.418       |
|    explained_variance   | 0.289        |
|    learning_rate        | 0.0005       |
|    loss                 | 4.28         |
|    n_updates            | 1530         |
|    policy_gradient_loss | 0.00109      |
|    std                  | 0.366        |
|    value_loss           | 7.65         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -96.2        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 155          |
|    time_elapsed         | 32718        |
|    total_timesteps      | 1937500      |
| train/                  |              |
|    approx_kl            | 0.0037816714 |
|    clip_fraction        | 0.0357       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.414       |
|    explained_variance   | 0.307        |
|    learning_rate        | 0.0005       |
|    loss                 | 4.11         |
|    n_updates            | 1540         |
|    policy_gradient_loss | 0.000311     |
|    std                  | 0.366        |
|    value_loss           | 7.68         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.9        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 156          |
|    time_elapsed         | 32916        |
|    total_timesteps      | 1950000      |
| train/                  |              |
|    approx_kl            | 0.0037403412 |
|    clip_fraction        | 0.0508       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.41        |
|    explained_variance   | 0.297        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.54         |
|    n_updates            | 1550         |
|    policy_gradient_loss | 0.00135      |
|    std                  | 0.364        |
|    value_loss           | 7.67         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -95.4        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 157          |
|    time_elapsed         | 33118        |
|    total_timesteps      | 1962500      |
| train/                  |              |
|    approx_kl            | 0.0015826502 |
|    clip_fraction        | 0.0549       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.405       |
|    explained_variance   | 0.291        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.75         |
|    n_updates            | 1560         |
|    policy_gradient_loss | 0.00064      |
|    std                  | 0.362        |
|    value_loss           | 7.68         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -95.5       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 158         |
|    time_elapsed         | 33323       |
|    total_timesteps      | 1975000     |
| train/                  |             |
|    approx_kl            | 0.004293857 |
|    clip_fraction        | 0.0567      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.398      |
|    explained_variance   | 0.25        |
|    learning_rate        | 0.0005      |
|    loss                 | 3.62        |
|    n_updates            | 1570        |
|    policy_gradient_loss | 0.000843    |
|    std                  | 0.359       |
|    value_loss           | 7.73        |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 499      |
|    ep_rew_mean          | -94.9    |
| time/                   |          |
|    fps                  | 59       |
|    iterations           | 159      |
|    time_elapsed         | 33523    |
|    total_timesteps      | 1987500  |
| train/                  |          |
|    approx_kl            | 0.005852 |
|    clip_fraction        | 0.08     |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.39    |
|    explained_variance   | 0.261    |
|    learning_rate        | 0.0005   |
|    loss                 | 3.54     |
|    n_updates            | 1580     |
|    policy_gradient_loss | 0.00155  |
|    std                  | 0.355    |
|    value_loss           | 7.13     |
--------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.6        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 160          |
|    time_elapsed         | 33727        |
|    total_timesteps      | 2000000      |
| train/                  |              |
|    approx_kl            | 0.0039714407 |
|    clip_fraction        | 0.0532       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.377       |
|    explained_variance   | 0.213        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.33         |
|    n_updates            | 1590         |
|    policy_gradient_loss | 0.000901     |
|    std                  | 0.351        |
|    value_loss           | 6.92         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -93.9       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 161         |
|    time_elapsed         | 33941       |
|    total_timesteps      | 2012500     |
| train/                  |             |
|    approx_kl            | 0.013563283 |
|    clip_fraction        | 0.0775      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.361      |
|    explained_variance   | 0.272       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.58        |
|    n_updates            | 1600        |
|    policy_gradient_loss | 0.00149     |
|    std                  | 0.344       |
|    value_loss           | 6.94        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.4        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 162          |
|    time_elapsed         | 34143        |
|    total_timesteps      | 2025000      |
| train/                  |              |
|    approx_kl            | 0.0040774313 |
|    clip_fraction        | 0.0508       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.348       |
|    explained_variance   | 0.269        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.47         |
|    n_updates            | 1610         |
|    policy_gradient_loss | 0.000216     |
|    std                  | 0.342        |
|    value_loss           | 7.12         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -95.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 163          |
|    time_elapsed         | 34348        |
|    total_timesteps      | 2037500      |
| train/                  |              |
|    approx_kl            | 0.0060916897 |
|    clip_fraction        | 0.0636       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.336       |
|    explained_variance   | 0.271        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.26         |
|    n_updates            | 1620         |
|    policy_gradient_loss | 4.81e-05     |
|    std                  | 0.336        |
|    value_loss           | 7.17         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.8        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 164          |
|    time_elapsed         | 34560        |
|    total_timesteps      | 2050000      |
| train/                  |              |
|    approx_kl            | 0.0076082326 |
|    clip_fraction        | 0.0616       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.326       |
|    explained_variance   | 0.301        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.88         |
|    n_updates            | 1630         |
|    policy_gradient_loss | 0.000702     |
|    std                  | 0.334        |
|    value_loss           | 7            |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -94.3       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 165         |
|    time_elapsed         | 34769       |
|    total_timesteps      | 2062500     |
| train/                  |             |
|    approx_kl            | 0.005042954 |
|    clip_fraction        | 0.0569      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.312      |
|    explained_variance   | 0.298       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.63        |
|    n_updates            | 1640        |
|    policy_gradient_loss | 0.000213    |
|    std                  | 0.328       |
|    value_loss           | 7.01        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -93.5        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 166          |
|    time_elapsed         | 34947        |
|    total_timesteps      | 2075000      |
| train/                  |              |
|    approx_kl            | 0.0023004317 |
|    clip_fraction        | 0.0511       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.31        |
|    explained_variance   | 0.298        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.4          |
|    n_updates            | 1650         |
|    policy_gradient_loss | 0.000662     |
|    std                  | 0.332        |
|    value_loss           | 6.85         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -92.9       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 167         |
|    time_elapsed         | 35174       |
|    total_timesteps      | 2087500     |
| train/                  |             |
|    approx_kl            | 0.006691703 |
|    clip_fraction        | 0.0746      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.31       |
|    explained_variance   | 0.281       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.99        |
|    n_updates            | 1660        |
|    policy_gradient_loss | 0.00113     |
|    std                  | 0.328       |
|    value_loss           | 6.82        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -93.2        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 168          |
|    time_elapsed         | 35349        |
|    total_timesteps      | 2100000      |
| train/                  |              |
|    approx_kl            | 0.0096627865 |
|    clip_fraction        | 0.0645       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.298       |
|    explained_variance   | 0.306        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.29         |
|    n_updates            | 1670         |
|    policy_gradient_loss | 0.000225     |
|    std                  | 0.324        |
|    value_loss           | 6.52         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -93.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 169          |
|    time_elapsed         | 35566        |
|    total_timesteps      | 2112500      |
| train/                  |              |
|    approx_kl            | 0.0068194293 |
|    clip_fraction        | 0.0901       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.291       |
|    explained_variance   | 0.273        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.05         |
|    n_updates            | 1680         |
|    policy_gradient_loss | 0.000746     |
|    std                  | 0.322        |
|    value_loss           | 7.12         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -93.1       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 170         |
|    time_elapsed         | 35768       |
|    total_timesteps      | 2125000     |
| train/                  |             |
|    approx_kl            | 0.003314787 |
|    clip_fraction        | 0.044       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.284      |
|    explained_variance   | 0.271       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.47        |
|    n_updates            | 1690        |
|    policy_gradient_loss | 7.92e-05    |
|    std                  | 0.321       |
|    value_loss           | 6.95        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -93.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 171          |
|    time_elapsed         | 35980        |
|    total_timesteps      | 2137500      |
| train/                  |              |
|    approx_kl            | 0.0044283858 |
|    clip_fraction        | 0.0819       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.279       |
|    explained_variance   | 0.276        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.6          |
|    n_updates            | 1700         |
|    policy_gradient_loss | 0.00142      |
|    std                  | 0.318        |
|    value_loss           | 6.8          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -94.2       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 172         |
|    time_elapsed         | 36171       |
|    total_timesteps      | 2150000     |
| train/                  |             |
|    approx_kl            | 0.006604609 |
|    clip_fraction        | 0.0661      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.271      |
|    explained_variance   | 0.269       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.05        |
|    n_updates            | 1710        |
|    policy_gradient_loss | 0.00079     |
|    std                  | 0.316       |
|    value_loss           | 6.81        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -94.1        |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 173          |
|    time_elapsed         | 36389        |
|    total_timesteps      | 2162500      |
| train/                  |              |
|    approx_kl            | 0.0035958644 |
|    clip_fraction        | 0.0796       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.263       |
|    explained_variance   | 0.252        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.61         |
|    n_updates            | 1720         |
|    policy_gradient_loss | 0.00148      |
|    std                  | 0.313        |
|    value_loss           | 7.15         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -93.9       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 174         |
|    time_elapsed         | 36577       |
|    total_timesteps      | 2175000     |
| train/                  |             |
|    approx_kl            | 0.007495905 |
|    clip_fraction        | 0.0593      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.256      |
|    explained_variance   | 0.267       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.27        |
|    n_updates            | 1730        |
|    policy_gradient_loss | 0.000539    |
|    std                  | 0.313       |
|    value_loss           | 6.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -93.4       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 175         |
|    time_elapsed         | 36790       |
|    total_timesteps      | 2187500     |
| train/                  |             |
|    approx_kl            | 0.007269916 |
|    clip_fraction        | 0.0574      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.251      |
|    explained_variance   | 0.242       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.29        |
|    n_updates            | 1740        |
|    policy_gradient_loss | 0.00012     |
|    std                  | 0.308       |
|    value_loss           | 6.84        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -92.5       |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 176         |
|    time_elapsed         | 37006       |
|    total_timesteps      | 2200000     |
| train/                  |             |
|    approx_kl            | 0.005512655 |
|    clip_fraction        | 0.0665      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.235      |
|    explained_variance   | 0.23        |
|    learning_rate        | 0.0005      |
|    loss                 | 3.59        |
|    n_updates            | 1750        |
|    policy_gradient_loss | 0.00116     |
|    std                  | 0.304       |
|    value_loss           | 6.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
