Folder dataImp created!
Folder monitor created!
Folder picture created!
Folder train_par created!
Using cpu device
---------------------------------
| rollout/           |          |
|    fps                  | 15            |
|    iterations           | 162           |
|    time_elapsed         | 127493        |
|    total_timesteps      | 2025000       |
| train/                  |               |
|    approx_kl            | 0.00013509268 |
|    clip_fraction        | 3.2e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.324         |
|    learning_rate        | 0.0001        |
|    loss                 | 820           |
|    n_updates            | 1610          |
|    policy_gradient_loss | -0.000138     |
|    std                  | 1.01          |
|    value_loss           | 1.77e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 163           |
|    time_elapsed         | 128242        |
|    total_timesteps      | 2037500       |
| train/                  |               |
|    approx_kl            | 7.5128505e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.351         |
|    learning_rate        | 0.0001        |
|    loss                 | 689           |
|    n_updates            | 1620          |
|    policy_gradient_loss | -1.83e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.74e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 164           |
|    time_elapsed         | 128993        |
|    total_timesteps      | 2050000       |
| train/                  |               |
|    approx_kl            | 0.00024131124 |
|    clip_fraction        | 0.00024       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.301         |
|    learning_rate        | 0.0001        |
|    loss                 | 1.02e+03      |
|    n_updates            | 1630          |
|    policy_gradient_loss | -0.00024      |
|    std                  | 1.01          |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 165           |
|    time_elapsed         | 129740        |
|    total_timesteps      | 2062500       |
| train/                  |               |
|    approx_kl            | 1.1711393e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.337         |
|    learning_rate        | 0.0001        |
|    loss                 | 864           |
|    n_updates            | 1640          |
|    policy_gradient_loss | -1.48e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 166           |
|    time_elapsed         | 130488        |
|    total_timesteps      | 2075000       |
| train/                  |               |
|    approx_kl            | 1.9219065e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.378         |
|    learning_rate        | 0.0001        |
|    loss                 | 943           |
|    n_updates            | 1650          |
|    policy_gradient_loss | -3.81e-06     |
|    std                  | 1.01          |
|    value_loss           | 1.87e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 15           |
|    iterations           | 167          |
|    time_elapsed         | 131235       |
|    total_timesteps      | 2087500      |
| train/                  |              |
|    approx_kl            | 9.409347e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.323        |
|    learning_rate        | 0.0001       |
|    loss                 | 907          |
|    n_updates            | 1660         |
|    policy_gradient_loss | -0.000117    |
|    std                  | 1.01         |
|    value_loss           | 1.77e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 15           |
|    iterations           | 168          |
|    time_elapsed         | 131983       |
|    total_timesteps      | 2100000      |
| train/                  |              |
|    approx_kl            | 3.702366e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.264        |
|    learning_rate        | 0.0001       |
|    loss                 | 797          |
|    n_updates            | 1670         |
|    policy_gradient_loss | -8.33e-05    |
|    std                  | 1.01         |
|    value_loss           | 1.7e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 15           |
|    iterations           | 169          |
|    time_elapsed         | 132734       |
|    total_timesteps      | 2112500      |
| train/                  |              |
|    approx_kl            | 8.327852e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.324        |
|    learning_rate        | 0.0001       |
|    loss                 | 897          |
|    n_updates            | 1680         |
|    policy_gradient_loss | -4.17e-06    |
|    std                  | 1.01         |
|    value_loss           | 1.6e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 170           |
|    time_elapsed         | 133484        |
|    total_timesteps      | 2125000       |
| train/                  |               |
|    approx_kl            | 0.00027044193 |
|    clip_fraction        | 0.000184      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.359         |
|    learning_rate        | 0.0001        |
|    loss                 | 757           |
|    n_updates            | 1690          |
|    policy_gradient_loss | -0.000145     |
|    std                  | 1.01          |
|    value_loss           | 1.84e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 171           |
|    time_elapsed         | 134229        |
|    total_timesteps      | 2137500       |
| train/                  |               |
|    approx_kl            | 2.5977759e-05 |
|    clip_fraction        | 9.6e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.318         |
|    learning_rate        | 0.0001        |
|    loss                 | 808           |
|    n_updates            | 1700          |
|    policy_gradient_loss | -7.26e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.83e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.5e+03      |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 172           |
|    time_elapsed         | 134976        |
|    total_timesteps      | 2150000       |
| train/                  |               |
|    approx_kl            | 0.00020555608 |
|    clip_fraction        | 0.000192      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.346         |
|    learning_rate        | 0.0001        |
|    loss                 | 845           |
|    n_updates            | 1710          |
|    policy_gradient_loss | -0.000209     |
|    std                  | 1.01          |
|    value_loss           | 1.75e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.5e+03      |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 173           |
|    time_elapsed         | 135717        |
|    total_timesteps      | 2162500       |
| train/                  |               |
|    approx_kl            | 0.00015284793 |
|    clip_fraction        | 3.2e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.342         |
|    learning_rate        | 0.0001        |
|    loss                 | 795           |
|    n_updates            | 1720          |
|    policy_gradient_loss | -0.000102     |
|    std                  | 1.01          |
|    value_loss           | 1.7e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 174           |
|    time_elapsed         | 136457        |
|    total_timesteps      | 2175000       |
| train/                  |               |
|    approx_kl            | 3.9046772e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.365         |
|    learning_rate        | 0.0001        |
|    loss                 | 820           |
|    n_updates            | 1730          |
|    policy_gradient_loss | -7.55e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.79e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 175           |
|    time_elapsed         | 137196        |
|    total_timesteps      | 2187500       |
| train/                  |               |
|    approx_kl            | 2.6039208e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.345         |
|    learning_rate        | 0.0001        |
|    loss                 | 915           |
|    n_updates            | 1740          |
|    policy_gradient_loss | -8.7e-06      |
|    std                  | 1.01          |
|    value_loss           | 1.84e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.51e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 176           |
|    time_elapsed         | 137941        |
|    total_timesteps      | 2200000       |
| train/                  |               |
|    approx_kl            | 0.00035039065 |
|    clip_fraction        | 0.000288      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.333         |
|    learning_rate        | 0.0001        |
|    loss                 | 900           |
|    n_updates            | 1750          |
|    policy_gradient_loss | -0.000159     |
|    std                  | 1.01          |
|    value_loss           | 1.76e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.5e+03     |
| time/                   |              |
|    fps                  | 15           |
|    iterations           | 177          |
|    time_elapsed         | 138683       |
|    total_timesteps      | 2212500      |
| train/                  |              |
|    approx_kl            | 0.0008442636 |
|    clip_fraction        | 0.00134      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.34         |
|    learning_rate        | 0.0001       |
|    loss                 | 822          |
|    n_updates            | 1760         |
|    policy_gradient_loss | -0.000517    |
|    std                  | 1.01         |
|    value_loss           | 1.76e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 178           |
|    time_elapsed         | 139425        |
|    total_timesteps      | 2225000       |
| train/                  |               |
|    approx_kl            | 0.00020814306 |
|    clip_fraction        | 7.2e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.352         |
|    learning_rate        | 0.0001        |
|    loss                 | 839           |
|    n_updates            | 1770          |
|    policy_gradient_loss | -0.000165     |
|    std                  | 1             |
|    value_loss           | 1.68e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -1.48e+03   |
| time/                   |             |
|    fps                  | 15          |
|    iterations           | 179         |
|    time_elapsed         | 140167      |
|    total_timesteps      | 2237500     |
| train/                  |             |
|    approx_kl            | 2.15343e-06 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.306       |
|    learning_rate        | 0.0001      |
|    loss                 | 828         |
|    n_updates            | 1780        |
|    policy_gradient_loss | 3.03e-06    |
|    std                  | 1           |
|    value_loss           | 1.8e+03     |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 180           |
|    time_elapsed         | 140912        |
|    total_timesteps      | 2250000       |
| train/                  |               |
|    approx_kl            | 0.00045594928 |
|    clip_fraction        | 0.000152      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.362         |
|    learning_rate        | 0.0001        |
|    loss                 | 877           |
|    n_updates            | 1790          |
|    policy_gradient_loss | -0.000306     |
|    std                  | 1             |
|    value_loss           | 1.8e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 181           |
|    time_elapsed         | 141656        |
|    total_timesteps      | 2262500       |
| train/                  |               |
|    approx_kl            | 0.00012870191 |
|    clip_fraction        | 4e-05         |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.294         |
|    learning_rate        | 0.0001        |
|    loss                 | 833           |
|    n_updates            | 1800          |
|    policy_gradient_loss | -0.000101     |
|    std                  | 1             |
|    value_loss           | 1.7e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.46e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 182           |
|    time_elapsed         | 142397        |
|    total_timesteps      | 2275000       |
| train/                  |               |
|    approx_kl            | 0.00036745777 |
|    clip_fraction        | 9.6e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.362         |
|    learning_rate        | 0.0001        |
|    loss                 | 826           |
|    n_updates            | 1810          |
|    policy_gradient_loss | -0.000164     |
|    std                  | 1             |
|    value_loss           | 1.69e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 183           |
|    time_elapsed         | 143138        |
|    total_timesteps      | 2287500       |
| train/                  |               |
|    approx_kl            | 1.8229422e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.275         |
|    learning_rate        | 0.0001        |
|    loss                 | 799           |
|    n_updates            | 1820          |
|    policy_gradient_loss | -2.08e-05     |
|    std                  | 1             |
|    value_loss           | 1.73e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.46e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 184           |
|    time_elapsed         | 143884        |
|    total_timesteps      | 2300000       |
| train/                  |               |
|    approx_kl            | 8.9979374e-05 |
|    clip_fraction        | 8e-06         |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.313         |
|    learning_rate        | 0.0001        |
|    loss                 | 907           |
|    n_updates            | 1830          |
|    policy_gradient_loss | -9.48e-05     |
|    std                  | 1             |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.46e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 185           |
|    time_elapsed         | 144620        |
|    total_timesteps      | 2312500       |
| train/                  |               |
|    approx_kl            | 0.00015875064 |
|    clip_fraction        | 0.000104      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.332         |
|    learning_rate        | 0.0001        |
|    loss                 | 845           |
|    n_updates            | 1840          |
|    policy_gradient_loss | -0.000128     |
|    std                  | 1             |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 186           |
|    time_elapsed         | 145358        |
|    total_timesteps      | 2325000       |
| train/                  |               |
|    approx_kl            | 0.00014393081 |
|    clip_fraction        | 0.000144      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.376         |
|    learning_rate        | 0.0001        |
|    loss                 | 925           |
|    n_updates            | 1850          |
|    policy_gradient_loss | -0.000183     |
|    std                  | 1.01          |
|    value_loss           | 1.71e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 15            |
|    iterations           | 187           |
|    time_elapsed         | 146099        |
|    total_timesteps      | 2337500       |
| train/                  |               |
|    approx_kl            | 0.00029408894 |
|    clip_fraction        | 0.00012       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.33          |
|    learning_rate        | 0.0001        |
|    loss                 | 1e+03         |
|    n_updates            | 1860          |
|    policy_gradient_loss | -0.000219     |
|    std                  | 1.01          |
|    value_loss           | 1.77e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 188           |
|    time_elapsed         | 146839        |
|    total_timesteps      | 2350000       |
| train/                  |               |
|    approx_kl            | 2.3700015e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.375         |
|    learning_rate        | 0.0001        |
|    loss                 | 918           |
|    n_updates            | 1870          |
|    policy_gradient_loss | -1.22e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.77e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.51e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 189           |
|    time_elapsed         | 147582        |
|    total_timesteps      | 2362500       |
| train/                  |               |
|    approx_kl            | 0.00030117785 |
|    clip_fraction        | 0.000304      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.329         |
|    learning_rate        | 0.0001        |
|    loss                 | 841           |
|    n_updates            | 1880          |
|    policy_gradient_loss | -0.00018      |
|    std                  | 1.01          |
|    value_loss           | 1.83e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.5e+03      |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 190           |
|    time_elapsed         | 148329        |
|    total_timesteps      | 2375000       |
| train/                  |               |
|    approx_kl            | 0.00010834817 |
|    clip_fraction        | 8e-06         |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.362         |
|    learning_rate        | 0.0001        |
|    loss                 | 855           |
|    n_updates            | 1890          |
|    policy_gradient_loss | -6.09e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.79e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.49e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 191          |
|    time_elapsed         | 149076       |
|    total_timesteps      | 2387500      |
| train/                  |              |
|    approx_kl            | 1.319047e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.355        |
|    learning_rate        | 0.0001       |
|    loss                 | 910          |
|    n_updates            | 1900         |
|    policy_gradient_loss | -2.78e-05    |
|    std                  | 1.01         |
|    value_loss           | 1.82e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 192           |
|    time_elapsed         | 149823        |
|    total_timesteps      | 2400000       |
| train/                  |               |
|    approx_kl            | 0.00037887652 |
|    clip_fraction        | 3.2e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.317         |
|    learning_rate        | 0.0001        |
|    loss                 | 867           |
|    n_updates            | 1910          |
|    policy_gradient_loss | -0.000158     |
|    std                  | 1.01          |
|    value_loss           | 1.71e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 193          |
|    time_elapsed         | 150565       |
|    total_timesteps      | 2412500      |
| train/                  |              |
|    approx_kl            | 7.137334e-05 |
|    clip_fraction        | 0.000136     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.338        |
|    learning_rate        | 0.0001       |
|    loss                 | 991          |
|    n_updates            | 1920         |
|    policy_gradient_loss | -0.00016     |
|    std                  | 1.01         |
|    value_loss           | 1.8e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 194           |
|    time_elapsed         | 151307        |
|    total_timesteps      | 2425000       |
| train/                  |               |
|    approx_kl            | 5.1541272e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.364         |
|    learning_rate        | 0.0001        |
|    loss                 | 933           |
|    n_updates            | 1930          |
|    policy_gradient_loss | -7.47e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.84e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.5e+03     |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 195          |
|    time_elapsed         | 152051       |
|    total_timesteps      | 2437500      |
| train/                  |              |
|    approx_kl            | 5.372508e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.297        |
|    learning_rate        | 0.0001       |
|    loss                 | 930          |
|    n_updates            | 1940         |
|    policy_gradient_loss | -2.87e-05    |
|    std                  | 1.01         |
|    value_loss           | 1.8e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 196           |
|    time_elapsed         | 152795        |
|    total_timesteps      | 2450000       |
| train/                  |               |
|    approx_kl            | 0.00048225775 |
|    clip_fraction        | 0.000368      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.361         |
|    learning_rate        | 0.0001        |
|    loss                 | 795           |
|    n_updates            | 1950          |
|    policy_gradient_loss | -0.000345     |
|    std                  | 1.01          |
|    value_loss           | 1.78e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 197          |
|    time_elapsed         | 153537       |
|    total_timesteps      | 2462500      |
| train/                  |              |
|    approx_kl            | 4.797579e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.317        |
|    learning_rate        | 0.0001       |
|    loss                 | 821          |
|    n_updates            | 1960         |
|    policy_gradient_loss | -4.76e-05    |
|    std                  | 1.01         |
|    value_loss           | 1.7e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 198           |
|    time_elapsed         | 154280        |
|    total_timesteps      | 2475000       |
| train/                  |               |
|    approx_kl            | 3.4192264e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.304         |
|    learning_rate        | 0.0001        |
|    loss                 | 893           |
|    n_updates            | 1970          |
|    policy_gradient_loss | -7.13e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.7e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 199          |
|    time_elapsed         | 155024       |
|    total_timesteps      | 2487500      |
| train/                  |              |
|    approx_kl            | 6.298633e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.347        |
|    learning_rate        | 0.0001       |
|    loss                 | 900          |
|    n_updates            | 1980         |
|    policy_gradient_loss | -1.24e-06    |
|    std                  | 1.01         |
|    value_loss           | 1.79e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 200           |
|    time_elapsed         | 155772        |
|    total_timesteps      | 2500000       |
| train/                  |               |
|    approx_kl            | 0.00020546078 |
|    clip_fraction        | 1.6e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.349         |
|    learning_rate        | 0.0001        |
|    loss                 | 742           |
|    n_updates            | 1990          |
|    policy_gradient_loss | -0.000178     |
|    std                  | 1.01          |
|    value_loss           | 1.62e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -1.47e+03   |
| time/                   |             |
|    fps                  | 16          |
|    iterations           | 201         |
|    time_elapsed         | 156520      |
|    total_timesteps      | 2512500     |
| train/                  |             |
|    approx_kl            | 6.49596e-05 |
|    clip_fraction        | 3.2e-05     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.43       |
|    explained_variance   | 0.361       |
|    learning_rate        | 0.0001      |
|    loss                 | 1.07e+03    |
|    n_updates            | 2000        |
|    policy_gradient_loss | -5.38e-05   |
|    std                  | 1.01        |
|    value_loss           | 1.9e+03     |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 202           |
|    time_elapsed         | 157269        |
|    total_timesteps      | 2525000       |
| train/                  |               |
|    approx_kl            | 5.1736173e-05 |
|    clip_fraction        | 8e-06         |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.43         |
|    explained_variance   | 0.305         |
|    learning_rate        | 0.0001        |
|    loss                 | 777           |
|    n_updates            | 2010          |
|    policy_gradient_loss | -3.61e-05     |
|    std                  | 1.01          |
|    value_loss           | 1.69e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 203          |
|    time_elapsed         | 158017       |
|    total_timesteps      | 2537500      |
| train/                  |              |
|    approx_kl            | 2.666286e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.361        |
|    learning_rate        | 0.0001       |
|    loss                 | 914          |
|    n_updates            | 2020         |
|    policy_gradient_loss | -1.2e-06     |
|    std                  | 1.01         |
|    value_loss           | 1.83e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 204          |
|    time_elapsed         | 158762       |
|    total_timesteps      | 2550000      |
| train/                  |              |
|    approx_kl            | 1.166067e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.342        |
|    learning_rate        | 0.0001       |
|    loss                 | 999          |
|    n_updates            | 2030         |
|    policy_gradient_loss | 6.3e-06      |
|    std                  | 1.01         |
|    value_loss           | 1.84e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 205          |
|    time_elapsed         | 159507       |
|    total_timesteps      | 2562500      |
| train/                  |              |
|    approx_kl            | 5.150885e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.43        |
|    explained_variance   | 0.314        |
